claim_id,timestamp,total_amount,fraud_risk,processing_time,status,vehicle_type,damage_severity,parts_affected,recommendation
CLM00023,2024-03-09 23:17:13.384737,5285.254931362801,11.50348882168352,1.9274564487711665,approved,Sedan,Minor,"['Hood', 'Front Bumper']",review
CLM00024,2024-03-10 23:17:13.384737,6059.735097076861,27.08791370055867,0.7573815506082927,approved,Truck,Moderate,"['Door Front Left', 'Fender Right', 'Hood']",approve
CLM00025,2024-03-11 23:17:13.384737,6255.303683926172,9.719239118180461,4.171819963326902,approved,Truck,Minor,['Rear Bumper'],review
CLM00026,2024-03-12 23:17:13.384737,6983.798523450184,4.150475746101828,4.9137294051092955,rejected,SUV,Severe,['Headlight Left'],reject
CLM00027,2024-03-13 23:17:13.384737,5764.636574072247,8.838718686363551,7.945118081618538,pending,Sedan,Minor,['Rear Bumper'],approve
CLM00028,2024-03-14 23:17:13.384737,6169.907236956528,11.72477519042925,2.7363406266680808,approved,Sedan,Minor,['Fender Left'],review
CLM00029,2024-03-15 23:17:13.384737,6244.918304938802,8.330389690214533,3.71065553467781,rejected,SUV,Moderate,"['Windshield', 'Headlight Right']",approve
CLM00030,2024-03-16 23:17:13.384737,6969.652276463888,23.37595521059368,5.1335447051392356,pending,SUV,Minor,['Front Bumper'],approve
CLM00031,2024-03-17 23:17:13.384737,6349.863417526144,8.307034190481009,6.17809797570901,pending,SUV,Minor,"['Door Front Right', 'Headlight Right']",approve
CLM00032,2024-03-18 23:17:13.384737,6566.149259380645,8.298034565592669,4.408796135522232,rejected,Sedan,Minor,"['Door Front Left', 'Fender Left']",reject
CLM00033,2024-03-19 23:17:13.384737,4092.654588465848,19.592452351891524,7.982550477819678,pending,Compact,Minor,['Door Front Left'],reject
CLM00034,2024-03-20 23:17:13.384737,4567.906514697828,23.301157064652607,6.827574750194523,pending,SUV,Minor,"['Headlight Right', 'Front Bumper']",approve
CLM00035,2024-03-21 23:17:13.384737,3511.204734179161,32.98102712848707,5.411654433692682,pending,Sedan,Moderate,"['Door Front Right', 'Hood']",approve
CLM00036,2024-03-22 23:17:13.384737,5440.667105961202,22.48452712223195,1.6463640630629717,approved,Sedan,Minor,['Fender Right'],approve
CLM00037,2024-03-23 23:17:13.384737,5919.81624705089,11.396300254103863,6.018386703096508,pending,Sedan,Minor,"['Windshield', 'Door Front Left', 'Fender Left']",reject
CLM00038,2024-03-24 23:17:13.384737,6075.831173607792,1.8188760306070737,4.387860442854302,pending,Sedan,Moderate,"['Hood', 'Headlight Right']",approve
CLM00039,2024-03-25 23:17:13.384737,5882.656603885634,7.407966298265993,3.6947406845566597,approved,SUV,Critical,['Rear Bumper'],approve
CLM00040,2024-03-26 23:17:13.384737,2399.78725066,17.89063787953304,2.3416121634435534,approved,Van,Minor,['Headlight Right'],reject
CLM00041,2024-03-27 23:17:13.384737,2385.1001401317244,36.656525904847044,5.760648463799794,pending,Truck,Moderate,['Rear Bumper'],review
CLM00042,2024-03-28 23:17:13.384737,5240.003027365181,11.038660315020845,1.9732197676385155,rejected,Van,Minor,['Front Bumper'],approve
CLM00043,2024-03-29 23:17:13.384737,3146.088100516793,3.8336639780248696,2.598619658544644,approved,Truck,Severe,['Front Bumper'],reject
CLM00044,2024-03-30 23:17:13.384737,2706.094663365665,11.806411656607345,2.0462474434590963,approved,SUV,Severe,['Headlight Left'],review
CLM00045,2024-03-31 23:17:13.384737,3641.862671061125,14.200901630267673,6.568869730932306,pending,Sedan,Moderate,['Headlight Right'],approve
CLM00046,2024-04-01 23:17:13.384737,4203.332162958082,3.20817610253987,7.074256858108794,pending,Sedan,Minor,"['Front Bumper', 'Hood']",approve
CLM00047,2024-04-02 23:17:13.384737,6058.776950085321,28.83927828556408,4.241748418373122,rejected,SUV,Minor,"['Front Bumper', 'Windshield']",approve
CLM00048,2024-04-03 23:17:13.384737,4355.052278883383,15.746997695450673,8.191964282449788,pending,Truck,Minor,"['Door Front Left', 'Rear Bumper', 'Door Front Left']",review
CLM00049,2024-04-04 23:17:13.384737,5607.663497295148,10.911300500804986,3.661973227068238,approved,Sedan,Minor,"['Fender Left', 'Fender Right']",approve
CLM00050,2024-04-05 23:17:13.384737,5718.1160568468495,16.721092909567286,1.7718446037571371,approved,SUV,Severe,"['Fender Left', 'Rear Bumper', 'Door Front Right']",review
CLM00051,2024-04-06 23:17:13.384737,4974.162596654934,4.215033700980786,6.8303178961740185,pending,Van,Critical,['Rear Bumper'],approve
CLM00052,2024-04-07 23:17:13.384737,3242.239292090177,14.968596070112316,2.5459803781374095,approved,Van,Moderate,['Fender Right'],review
CLM00053,2024-04-08 23:17:13.384737,3576.884196559173,15.236379703596462,1.5938160419961982,approved,SUV,Moderate,"['Headlight Left', 'Door Front Left']",reject
CLM00054,2024-04-09 23:17:13.384737,5693.010894919656,56.646349564886854,6.4187127813347145,pending,Sedan,Moderate,['Windshield'],review
CLM00055,2024-04-10 23:17:13.384737,3766.657174493317,30.485549720540778,3.0073786050689097,approved,Sedan,Critical,"['Windshield', 'Front Bumper']",reject
CLM00056,2024-04-11 23:17:13.384737,4853.148911026894,5.967176310310369,3.652074178613822,approved,Truck,Minor,"['Fender Left', 'Door Front Right', 'Fender Right']",approve
CLM00057,2024-04-12 23:17:13.384737,2699.7574213565686,26.545427261644004,3.9936270546106845,approved,Truck,Severe,"['Rear Bumper', 'Door Front Left', 'Rear Bumper']",approve
CLM00058,2024-04-13 23:17:13.384737,5026.684625496643,16.045221272958457,4.6114862353086385,approved,Sedan,Moderate,"['Door Front Left', 'Windshield', 'Front Bumper']",approve
CLM00059,2024-04-14 23:17:13.384737,3072.0489649440774,35.23157101424096,4.942971520436142,approved,Truck,Minor,"['Windshield', 'Hood', 'Fender Left']",reject
CLM00060,2024-04-15 23:17:13.384737,5538.419562579712,33.00619901510641,1.6670109355975802,approved,SUV,Severe,"['Headlight Left', 'Rear Bumper', 'Hood']",reject
CLM00061,2024-04-16 23:17:13.384737,6870.039950786819,15.623785198625912,4.083704961729981,approved,Sedan,Moderate,"['Fender Right', 'Front Bumper', 'Windshield']",approve
CLM00062,2024-04-17 23:17:13.384737,2851.9418512042657,9.036875980990338,3.137256291586565,rejected,Sedan,Minor,['Door Front Right'],review
CLM00063,2024-04-18 23:17:13.384737,6918.625616863175,6.738505563861919,4.372984938224264,approved,Sedan,Minor,"['Windshield', 'Front Bumper', 'Headlight Left']",approve
CLM00064,2024-04-19 23:17:13.384737,4148.894406508823,14.303418611833921,4.258019730490841,approved,Sedan,Minor,"['Hood', 'Windshield']",review
CLM00065,2024-04-20 23:17:13.384737,4552.748558589349,9.785641824642514,2.7096072046955215,approved,Truck,Moderate,['Fender Left'],approve
CLM00066,2024-04-21 23:17:13.384737,7003.3547872923455,14.299061641478431,3.475992192453332,approved,SUV,Severe,['Door Front Left'],approve
CLM00067,2024-04-22 23:17:13.384737,6816.928250953645,8.331345309365684,6.8100250905651185,pending,Sedan,Minor,"['Fender Right', 'Hood']",approve
CLM00068,2024-04-23 23:17:13.384737,5640.268770641169,19.056124912112406,5.204116346007835,pending,Sedan,Critical,"['Rear Bumper', 'Front Bumper']",approve
CLM00069,2024-04-24 23:17:13.384737,4007.5378063639387,8.914110027430155,3.0648222246683376,rejected,Truck,Severe,"['Door Front Right', 'Headlight Left']",approve
CLM00070,2024-04-25 23:17:13.384737,5572.572898936911,40.02787669923009,1.3870095425779725,approved,Sedan,Critical,"['Front Bumper', 'Door Front Left', 'Fender Right']",approve
CLM00071,2024-04-26 23:17:13.384737,5484.848657771877,9.022111557087307,3.3098763653220957,approved,Sedan,Critical,"['Fender Left', 'Door Front Right', 'Headlight Left']",approve
CLM00072,2024-04-27 23:17:13.384737,3985.5936409633687,14.740645107289835,5.1909357499715,pending,Truck,Minor,"['Windshield', 'Headlight Right', 'Fender Right']",approve
CLM00073,2024-04-28 23:17:13.384737,3342.9898835517106,18.94707427183075,3.473491684388695,approved,Sedan,Minor,['Windshield'],reject
CLM00074,2024-04-29 23:17:13.384737,2299.0966058050544,4.222785431003735,3.28675661234261,approved,SUV,Severe,"['Windshield', 'Fender Right']",reject
CLM00075,2024-04-30 23:17:13.384737,7805.1197532201495,11.511947529766097,5.624540797559881,pending,Van,Severe,"['Hood', 'Hood', 'Hood']",approve
CLM00076,2024-05-01 23:17:13.384737,4416.460704605258,22.273338404497007,3.4020242059245582,approved,SUV,Severe,"['Fender Left', 'Headlight Right']",approve
CLM00077,2024-05-02 23:17:13.384737,6234.421014102362,44.19966072969456,2.259146086089015,rejected,SUV,Minor,['Headlight Left'],approve
CLM00078,2024-05-03 23:17:13.384737,5079.615362036663,6.040601428900128,2.8680814056882715,approved,Sedan,Critical,"['Fender Right', 'Hood', 'Front Bumper']",approve
CLM00079,2024-05-04 23:17:13.384737,5543.391182813644,12.792259509993873,1.8627443396680343,approved,Sedan,Moderate,['Fender Right'],reject
CLM00080,2024-05-05 23:17:13.384737,4834.862772294161,14.617143251955733,12.983661003566532,pending,SUV,Minor,"['Fender Left', 'Front Bumper', 'Headlight Right']",approve
CLM00081,2024-05-06 23:17:13.384737,4356.35408879101,6.060327751016497,7.836400237755282,pending,Sedan,Moderate,['Headlight Left'],approve
CLM00082,2024-05-07 23:17:13.384737,7785.117426187485,15.113113970280537,3.9657587225447632,approved,Van,Moderate,"['Hood', 'Fender Right', 'Hood']",approve
CLM00083,2024-05-08 23:17:13.384737,4139.4604911412725,19.04197287118825,0.3481126587883733,approved,Sedan,Severe,['Fender Right'],approve
CLM00084,2024-05-09 23:17:13.384737,4332.915986017794,27.113158692938544,2.1823269740838414,rejected,Sedan,Minor,['Windshield'],approve
CLM00085,2024-05-10 23:17:13.384737,4975.088252777646,9.711953261484819,5.241664486696827,pending,SUV,Critical,"['Front Bumper', 'Front Bumper']",reject
CLM00086,2024-05-11 23:17:13.384737,3819.093275439634,13.181354216933483,5.823310740081092,pending,Sedan,Moderate,['Door Front Left'],reject
CLM00087,2024-05-12 23:17:13.384737,6856.019581534533,17.77999159496764,2.345914560345073,approved,Sedan,Critical,"['Rear Bumper', 'Fender Left']",approve
CLM00088,2024-05-13 23:17:13.384737,3728.3612788890046,15.46918386143945,5.277070820984301,pending,Sedan,Minor,"['Windshield', 'Fender Left']",approve
CLM00089,2024-05-14 23:17:13.384737,6967.154786622706,17.257976653911477,4.698611131519135,approved,SUV,Moderate,"['Headlight Left', 'Front Bumper']",approve
CLM00090,2024-05-15 23:17:13.384737,4162.449775934691,43.05315555782167,3.430667466624798,rejected,Sedan,Severe,"['Hood', 'Rear Bumper', 'Front Bumper']",review
CLM00091,2024-05-16 23:17:13.384737,5633.139654239095,15.678530446825615,12.379003296167468,pending,Sedan,Critical,"['Fender Right', 'Hood']",approve
CLM00092,2024-05-17 23:17:13.384737,4983.914195981321,12.364624915162775,0.6714100663295022,approved,Sedan,Minor,"['Door Front Right', 'Fender Left']",approve
CLM00093,2024-05-18 23:17:13.384737,2692.9281218229294,11.64415604476819,4.366828289086723,approved,Sedan,Critical,"['Fender Right', 'Door Front Left', 'Door Front Right']",approve
CLM00094,2024-05-19 23:17:13.384737,4109.1399917821045,36.50253202503304,5.062182345942358,pending,SUV,Moderate,"['Headlight Left', 'Windshield']",approve
CLM00095,2024-05-20 23:17:13.384737,5406.147052983185,22.371806375035792,2.6081331567949713,pending,Sedan,Moderate,"['Rear Bumper', 'Hood', 'Headlight Right']",approve
CLM00096,2024-05-21 23:17:13.384737,2538.7134152673957,32.1605774037424,4.381578941831856,approved,Sedan,Severe,"['Door Front Left', 'Door Front Right']",approve
CLM00097,2024-05-22 23:17:13.384737,5090.583082372282,13.247660459284404,2.470247322450882,approved,SUV,Minor,['Headlight Left'],review
CLM00098,2024-05-23 23:17:13.384737,8169.0785007620025,26.75282022545481,0.6735272193548496,approved,Compact,Minor,"['Headlight Left', 'Front Bumper', 'Fender Right']",approve
CLM00099,2024-05-24 23:17:13.384737,4985.701145378852,12.5959808757673,4.560701629566494,approved,Sedan,Moderate,"['Front Bumper', 'Fender Right']",reject
CLM00100,2024-05-25 23:17:13.384737,4871.885883134755,11.02622364096453,2.172788956745539,approved,SUV,Critical,"['Door Front Left', 'Rear Bumper', 'Fender Right']",approve
CLM00101,2024-05-26 23:17:13.384737,6220.606265740463,33.38937235924923,7.305236414403823,pending,Sedan,Moderate,"['Headlight Left', 'Hood']",approve
CLM00102,2024-05-27 23:17:13.384737,7504.401627734586,22.230677315724986,4.974900497140064,approved,Sedan,Severe,['Windshield'],approve
CLM00103,2024-05-28 23:17:13.384737,3272.0800529327753,7.99804347542785,5.931491136118254,pending,SUV,Minor,"['Fender Right', 'Headlight Left']",approve
CLM00104,2024-05-29 23:17:13.384737,5239.579365557763,24.853358742525838,1.9954878344738296,rejected,Sedan,Critical,['Door Front Right'],approve
CLM00105,2024-05-30 23:17:13.384737,4255.01643554961,19.299221902558557,6.761877344156937,pending,SUV,Critical,"['Headlight Right', 'Headlight Left', 'Rear Bumper']",review
CLM00106,2024-05-31 23:17:13.384737,10445.438740804124,20.31728596455015,6.343763429281604,pending,SUV,Minor,['Headlight Right'],approve
CLM00107,2024-06-01 23:17:13.384737,5205.735202214864,8.753183288655993,4.059775850021259,approved,Sedan,Moderate,['Door Front Left'],approve
CLM00108,2024-06-02 23:17:13.384737,3538.6221127675562,4.852154322156034,3.8169170758557476,rejected,SUV,Minor,"['Hood', 'Front Bumper', 'Rear Bumper']",approve
CLM00109,2024-06-03 23:17:13.384737,4527.966523608899,6.96144509128092,3.4012546757159856,rejected,Van,Minor,"['Door Front Right', 'Windshield']",reject
CLM00110,2024-06-04 23:17:13.384737,3734.310064151206,40.7404482080612,7.708200323416183,pending,Sedan,Minor,['Door Front Right'],review
CLM00111,2024-06-05 23:17:13.384737,3418.0063885895793,18.020184826575928,2.831689091471847,approved,Van,Minor,"['Rear Bumper', 'Hood']",approve
CLM00112,2024-06-06 23:17:13.384737,3369.984185763901,11.902044005593575,7.239574819409535,pending,SUV,Minor,"['Fender Right', 'Windshield', 'Rear Bumper']",reject
CLM00113,2024-06-07 23:17:13.384737,7164.478993915368,11.286049953900086,0.5297110292318092,approved,SUV,Severe,"['Door Front Right', 'Rear Bumper', 'Front Bumper']",review
CLM00114,2024-06-08 23:17:13.384737,2782.5380613296106,9.84172746051934,1.1928783488279313,approved,SUV,Moderate,"['Front Bumper', 'Door Front Right', 'Door Front Left']",approve
CLM00115,2024-06-09 23:17:13.384737,4079.448882388374,29.444584341722894,2.6697017131852046,rejected,Truck,Minor,['Fender Right'],approve
CLM00116,2024-06-10 23:17:13.384737,5530.146450658351,8.803149079778528,4.569577666719386,rejected,SUV,Minor,"['Door Front Right', 'Headlight Left', 'Rear Bumper']",approve
CLM00117,2024-06-11 23:17:13.384737,5841.150276894164,32.68804242529807,1.4547349299725076,approved,SUV,Minor,"['Headlight Right', 'Headlight Right', 'Door Front Right']",review
CLM00118,2024-06-12 23:17:13.384737,6962.366923414445,16.313258951412436,1.9176105659769382,approved,SUV,Severe,"['Door Front Left', 'Headlight Right', 'Headlight Left']",reject
CLM00119,2024-06-13 23:17:13.384737,4704.621084679611,15.796133640496226,1.0138737171097583,approved,SUV,Severe,['Door Front Right'],approve
CLM00120,2024-06-14 23:17:13.384737,3885.4196446754017,13.855804513628794,11.486656655137168,pending,SUV,Minor,"['Fender Right', 'Fender Left']",reject
CLM00121,2024-06-15 23:17:13.384737,6875.233716180737,30.61733683728659,10.844561922334728,pending,SUV,Minor,"['Door Front Left', 'Headlight Left']",approve
CLM00122,2024-06-16 23:17:13.384737,4386.611517080673,4.676915287033871,8.1484293225238,pending,Sedan,Minor,['Front Bumper'],reject
CLM00123,2024-06-17 23:17:13.384737,5592.611767974187,34.1361261729603,2.2693592131299796,rejected,Van,Moderate,"['Hood', 'Headlight Left']",approve
CLM00124,2024-06-18 23:17:13.384737,2734.941937334953,21.92680037718136,8.607616255331177,pending,Compact,Minor,"['Hood', 'Fender Right']",review
CLM00125,2024-06-19 23:17:13.384737,5924.175798924726,13.765150477458626,3.9058318154918243,rejected,Truck,Moderate,"['Fender Right', 'Windshield']",reject
CLM00126,2024-06-20 23:17:13.384737,5288.927896304643,10.57076724856022,1.8041398719044848,rejected,Sedan,Moderate,"['Door Front Right', 'Fender Left']",reject
CLM00127,2024-06-21 23:17:13.384737,8940.076879305572,2.9798974890517322,1.8099460787214083,approved,Sedan,Severe,['Door Front Left'],approve
CLM00128,2024-06-22 23:17:13.384737,4273.026648697008,22.50657319820235,6.086938435506668,pending,Truck,Minor,"['Windshield', 'Door Front Left']",approve
CLM00129,2024-06-23 23:17:13.384737,5033.674644610121,6.929205833680328,10.807981152984807,pending,Sedan,Severe,"['Headlight Left', 'Windshield', 'Headlight Right']",approve
CLM00130,2024-06-24 23:17:13.384737,5478.799094533941,23.985430919747312,3.274080534627905,approved,Sedan,Minor,"['Windshield', 'Windshield', 'Front Bumper']",reject
CLM00131,2024-06-25 23:17:13.384737,4246.848428914688,11.172041012691146,1.007258245773642,approved,SUV,Moderate,"['Headlight Right', 'Rear Bumper']",approve
CLM00132,2024-06-26 23:17:13.384737,4781.361545863788,15.08983498653211,4.578155790105315,approved,Sedan,Severe,"['Hood', 'Headlight Right']",review
CLM00133,2024-06-27 23:17:13.384737,5080.381919592665,23.70104193344106,1.5737458978926986,approved,Sedan,Minor,"['Rear Bumper', 'Door Front Left', 'Hood']",reject
CLM00134,2024-06-28 23:17:13.384737,5836.379550328596,18.733251985276787,5.654336199911352,pending,Sedan,Critical,"['Door Front Left', 'Fender Left', 'Door Front Right']",reject
CLM00135,2024-06-29 23:17:13.384737,5847.431312078691,20.677437602768816,6.968392682258662,pending,Sedan,Minor,"['Door Front Left', 'Headlight Left']",approve
CLM00136,2024-06-30 23:17:13.384737,3701.055364027541,14.010432992602132,9.934661103262508,pending,Sedan,Minor,['Fender Right'],approve
CLM00137,2024-07-01 23:17:13.384737,5714.197989132644,9.077366738989658,3.6031964651103965,approved,Truck,Minor,"['Fender Right', 'Rear Bumper']",review
CLM00138,2024-07-02 23:17:13.384737,4819.303202030497,43.41760759946648,12.463801517435158,pending,SUV,Severe,['Headlight Right'],review
CLM00139,2024-07-03 23:17:13.384737,5493.725702740131,23.905050512892718,4.944905144886528,approved,Truck,Minor,"['Rear Bumper', 'Fender Right', 'Headlight Left']",approve
CLM00140,2024-07-04 23:17:13.384737,6005.195730793069,15.269050120781683,3.3402013444051755,approved,Van,Severe,"['Rear Bumper', 'Door Front Left', 'Headlight Left']",reject
CLM00141,2024-07-05 23:17:13.384737,6933.5914190514295,17.309613941641942,4.66851556376742,approved,SUV,Minor,['Front Bumper'],reject
CLM00142,2024-07-06 23:17:13.384737,6118.2208089327505,17.268260926353022,3.2031337100441215,approved,Sedan,Moderate,"['Door Front Left', 'Windshield', 'Headlight Left']",approve
CLM00143,2024-07-07 23:17:13.384737,6107.243837573505,2.095111976686355,7.153009340881611,pending,SUV,Severe,['Headlight Right'],approve
CLM00144,2024-07-08 23:17:13.384737,4489.865312230267,10.829114751168918,3.7704300339173757,rejected,SUV,Minor,"['Front Bumper', 'Door Front Left', 'Door Front Left']",review
CLM00145,2024-07-09 23:17:13.384737,2418.089047138362,1.8500899021825354,7.720024979112334,pending,SUV,Minor,"['Fender Right', 'Rear Bumper', 'Door Front Right']",approve
CLM00146,2024-07-10 23:17:13.384737,7375.221823352594,8.66423956856297,1.6583098597177277,approved,SUV,Moderate,['Hood'],approve
CLM00147,2024-07-11 23:17:13.384737,4526.523424568244,19.09562019060503,5.924498517926623,pending,Sedan,Severe,"['Door Front Left', 'Windshield']",approve
CLM00148,2024-07-12 23:17:13.384737,7552.362097206497,13.781145392627492,3.408129671319606,rejected,Sedan,Minor,"['Fender Right', 'Hood', 'Hood']",approve
CLM00149,2024-07-13 23:17:13.384737,6105.943289868654,13.191286979300726,6.0878553769872745,pending,SUV,Minor,['Headlight Left'],review
CLM00150,2024-07-14 23:17:13.384737,6419.0853481275135,2.5827947293576687,3.19505263583004,approved,Truck,Moderate,"['Headlight Right', 'Windshield']",review
CLM00151,2024-07-15 23:17:13.384737,3117.6122404356925,7.873713482713297,3.174637378547973,approved,SUV,Moderate,"['Fender Left', 'Headlight Left', 'Door Front Right']",approve
CLM00152,2024-07-16 23:17:13.384737,3979.5465551295974,11.015950153517998,1.3692881809475068,approved,Van,Minor,"['Headlight Right', 'Door Front Right', 'Front Bumper']",reject
CLM00153,2024-07-17 23:17:13.384737,6339.413067265627,13.625566808334597,0.6908918035534285,approved,Sedan,Minor,"['Headlight Right', 'Front Bumper', 'Door Front Left']",approve
CLM00154,2024-07-18 23:17:13.384737,2540.0465052948116,8.688955511976362,10.073408100360034,pending,Sedan,Minor,['Hood'],approve
CLM00155,2024-07-19 23:17:13.384737,5601.800676318543,14.215687571879604,0.9056145803043336,rejected,Sedan,Moderate,"['Door Front Right', 'Front Bumper', 'Door Front Right']",approve
CLM00156,2024-07-20 23:17:13.384737,2193.1936630299297,27.182107465525984,2.482663976008836,approved,Compact,Severe,['Fender Left'],approve
CLM00157,2024-07-21 23:17:13.384737,3995.545493408255,5.279923296228622,1.3630789988280578,pending,SUV,Severe,"['Door Front Left', 'Door Front Left']",approve
CLM00158,2024-07-22 23:17:13.384737,5118.049036410229,5.956677940123243,2.0972922957825832,approved,Compact,Minor,"['Door Front Right', 'Rear Bumper']",approve
CLM00159,2024-07-23 23:17:13.384737,7061.587121515271,9.028014875878362,8.2250687145715,pending,SUV,Critical,"['Fender Left', 'Headlight Left']",approve
CLM00160,2024-07-24 23:17:13.384737,4594.817675828782,4.444301749094451,13.703395717692288,pending,SUV,Severe,"['Front Bumper', 'Fender Right', 'Windshield']",approve
CLM00161,2024-07-25 23:17:13.384737,4399.474953526278,18.166923259312558,2.758984097030561,approved,Compact,Critical,['Hood'],approve
CLM00162,2024-07-26 23:17:13.384737,5894.895361238506,7.230378262393974,2.8840664660271447,approved,SUV,Minor,"['Headlight Left', 'Fender Left', 'Headlight Right']",approve
CLM00163,2024-07-27 23:17:13.384737,3901.118568829486,21.553397204640817,1.4776289773183335,approved,Sedan,Critical,['Fender Left'],approve
CLM00164,2024-07-28 23:17:13.384737,6224.664969704368,6.591528637451538,2.137292670383981,pending,Van,Minor,"['Hood', 'Headlight Left']",review
CLM00165,2024-07-29 23:17:13.384737,3300.8833286015306,10.821134660278453,11.452028032548965,pending,SUV,Critical,"['Headlight Left', 'Door Front Left']",approve
CLM00166,2024-07-30 23:17:13.384737,6434.869904021722,13.390406020890595,3.2740060508092865,approved,SUV,Moderate,['Door Front Left'],approve
CLM00167,2024-07-31 23:17:13.384737,4843.782208047472,11.12525287795838,0.748119439330253,approved,Sedan,Severe,['Hood'],reject
CLM00168,2024-08-01 23:17:13.384737,3243.311442919566,19.82342440831381,4.177743014105032,pending,SUV,Minor,"['Fender Right', 'Door Front Left']",reject
CLM00169,2024-08-02 23:17:13.384737,4803.940259480289,9.721697799763145,5.551891990321222,pending,Sedan,Severe,"['Door Front Left', 'Windshield', 'Hood']",approve
CLM00170,2024-08-03 23:17:13.384737,4887.784362177554,27.58693592150769,1.7080755402308765,rejected,Sedan,Moderate,['Door Front Left'],reject
CLM00171,2024-08-04 23:17:13.384737,5208.489504646851,4.439609173713317,3.5605155768865027,rejected,Sedan,Critical,"['Headlight Right', 'Rear Bumper', 'Fender Right']",approve
CLM00172,2024-08-05 23:17:13.384737,5133.2150496647855,11.896231246335445,1.3943807408359241,approved,Sedan,Moderate,"['Headlight Left', 'Door Front Right']",review
CLM00173,2024-08-06 23:17:13.384737,6001.889182166519,9.673635086563472,3.434518991429026,approved,SUV,Moderate,"['Headlight Right', 'Hood']",review
CLM00174,2024-08-07 23:17:13.384737,4438.485609005215,14.94166072147743,0.47139330864246987,approved,Sedan,Minor,"['Windshield', 'Front Bumper']",review
CLM00175,2024-08-08 23:17:13.384737,4788.111146998866,17.33141964291885,1.8258042341843295,approved,Truck,Severe,"['Windshield', 'Hood', 'Windshield']",reject
